location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Naze,28.3797222222222,129.495555555556,2.8,1957,1957-01-31,31
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1957,1957-01-31,31
Japan/Naze,28.3797222222222,129.495555555556,2.8,1959,1959-02-12,43
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1959,1959-02-12,43
Japan/Naze,28.3797222222222,129.495555555556,2.8,1960,1960-02-05,36
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1960,1960-02-05,36
Japan/Naze,28.3797222222222,129.495555555556,2.8,1974,1974-01-23,23
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1974,1974-01-23,23
Japan/Naze,28.3797222222222,129.495555555556,2.8,1975,1975-02-03,34
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1975,1975-02-03,34
Japan/Naze,28.3797222222222,129.495555555556,2.8,1976,1976-01-30,30
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1976,1976-01-30,30
Japan/Naze,28.3797222222222,129.495555555556,2.8,1977,1977-01-21,21
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1977,1977-01-21,21
Japan/Naze,28.3797222222222,129.495555555556,2.8,1978,1978-02-08,39
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1978,1978-02-08,39
Japan/Naze,28.3797222222222,129.495555555556,2.8,1979,1979-01-31,31
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1979,1979-01-31,31
Japan/Naze,28.3797222222222,129.495555555556,2.8,1980,1980-02-01,32
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1980,1980-02-01,32
Japan/Naze,28.3797222222222,129.495555555556,2.8,1981,1981-01-31,31
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1981,1981-01-31,31
Japan/Naze,28.3797222222222,129.495555555556,2.8,1982,1982-01-30,30
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1982,1982-01-30,30
Japan/Naze,28.3797222222222,129.495555555556,2.8,1983,1983-01-31,31
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1983,1983-01-31,31
Japan/Naze,28.3797222222222,129.495555555556,2.8,1984,1984-02-02,33
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1984,1984-02-02,33
Japan/Naze,28.3797222222222,129.495555555556,2.8,1985,1985-02-03,34
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1985,1985-02-03,34
Japan/Naze,28.3797222222222,129.495555555556,2.8,1986,1986-01-29,29
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1986,1986-01-29,29
Japan/Naze,28.3797222222222,129.495555555556,2.8,1987,1987-02-05,36
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1987,1987-02-05,36
Japan/Naze,28.3797222222222,129.495555555556,2.8,1988,1988-01-18,18
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1988,1988-01-18,18
Japan/Naze,28.3797222222222,129.495555555556,2.8,1989,1989-01-13,13
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1989,1989-01-13,13
Japan/Naze,28.3797222222222,129.495555555556,2.8,1990,1990-01-28,28
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1990,1990-01-28,28
Japan/Naze,28.3797222222222,129.495555555556,2.8,1991,1991-02-04,35
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1991,1991-02-04,35
Japan/Naze,28.3797222222222,129.495555555556,2.8,1992,1992-01-28,28
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1992,1992-01-28,28
Japan/Naze,28.3797222222222,129.495555555556,2.8,1993,1993-01-29,29
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1993,1993-01-29,29
Japan/Naze,28.3797222222222,129.495555555556,2.8,1994,1994-01-29,29
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1994,1994-01-29,29
Japan/Naze,28.3797222222222,129.495555555556,2.8,1995,1995-02-11,42
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1995,1995-02-11,42
Japan/Naze,28.3797222222222,129.495555555556,2.8,1996,1996-01-22,22
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1996,1996-01-22,22
Japan/Naze,28.3797222222222,129.495555555556,2.8,1997,1997-01-27,27
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1997,1997-01-27,27
Japan/Naze,28.3797222222222,129.495555555556,2.8,1998,1998-01-27,27
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1998,1998-01-27,27
Japan/Naze,28.3797222222222,129.495555555556,2.8,1999,1999-02-04,35
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,1999,1999-02-04,35
Japan/Naze,28.3797222222222,129.495555555556,2.8,2000,2000-01-31,31
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2000,2000-01-31,31
Japan/Naze,28.3797222222222,129.495555555556,2.8,2001,2001-02-05,36
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2001,2001-02-05,36
Japan/Naze,28.3797222222222,129.495555555556,2.8,2002,2002-01-29,29
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2002,2002-01-29,29
Japan/Naze,28.3797222222222,129.495555555556,2.8,2003,2003-01-26,26
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2003,2003-01-26,26
Japan/Naze,28.3797222222222,129.495555555556,2.8,2004,2004-02-01,32
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2004,2004-02-01,32
Japan/Naze,28.3797222222222,129.495555555556,2.8,2005,2005-02-08,39
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2005,2005-02-08,39
Japan/Naze,28.3797222222222,129.495555555556,2.8,2006,2006-01-24,24
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2006,2006-01-24,24
Japan/Naze,28.3797222222222,129.495555555556,2.8,2007,2007-02-07,38
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2007,2007-02-07,38
Japan/Naze,28.3797222222222,129.495555555556,2.8,2008,2008-02-02,33
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2008,2008-02-02,33
Japan/Naze,28.3797222222222,129.495555555556,2.8,2009,2009-02-04,35
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2009,2009-02-04,35
Japan/Naze,28.3797222222222,129.495555555556,2.8,2010,2010-02-03,34
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2010,2010-02-03,34
Japan/Naze,28.3797222222222,129.495555555556,2.8,2011,2011-02-07,38
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2011,2011-02-07,38
Japan/Naze,28.3797222222222,129.495555555556,2.8,2012,2012-01-30,30
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2012,2012-01-30,30
Japan/Naze,28.3797222222222,129.495555555556,2.8,2013,2013-01-28,28
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2013,2013-01-28,28
Japan/Naze,28.3797222222222,129.495555555556,2.8,2014,2014-01-31,31
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2014,2014-01-31,31
Japan/Naze,28.3797222222222,129.495555555556,2.8,2015,2015-01-29,29
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2015,2015-01-29,29
Japan/Naze,28.3797222222222,129.495555555556,2.8,2016,2016-02-02,33
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2016,2016-02-02,33
Japan/Naze,28.3797222222222,129.495555555556,2.8,2017,2017-02-13,44
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2017,2017-02-13,44
Japan/Naze,28.3797222222222,129.495555555556,2.8,2018,2018-02-05,36
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2018,2018-02-05,36
Japan/Naze,28.3797222222222,129.495555555556,2.8,2019,2019-02-07,38
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2019,2019-02-07,38
Japan/Naze,28.3797222222222,129.495555555556,2.8,2020,2020-02-07,38
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2020,2020-02-07,38
Japan/Naze,28.3797222222222,129.495555555556,2.8,2021,2021-02-01,32
Japan/Naze/Funchatoge,28.3941666666667,129.552777777778,294.1,2021,2021-02-01,32
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1992,1992-02-10,41
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1993,1993-02-17,48
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1994,1994-02-07,38
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1995,1995-03-02,61
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1996,1996-02-17,48
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1997,1997-02-12,43
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1998,1998-03-01,60
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,1999,1999-03-03,62
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2000,2000-02-06,37
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2001,2001-02-21,52
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2002,2002-02-14,45
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2003,2003-02-10,41
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2004,2004-02-11,42
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2005,2005-02-15,46
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2006,2006-01-31,31
Japan/Yonagunijima,24.4666666666667,123.010555555556,30,2007,2007-02-16,47
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1958,1958-01-27,27
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1959,1959-02-02,33
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1962,1962-02-20,51
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1963,1963-02-15,46
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1967,1967-02-13,44
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1968,1968-01-19,19
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1971,1971-02-10,41
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1972,1972-02-20,51
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1973,1973-02-06,37
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1974,1974-01-20,20
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1976,1976-01-28,28
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1977,1977-02-03,34
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1978,1978-02-18,49
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1979,1979-02-08,39
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1980,1980-02-03,34
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1981,1981-02-02,33
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1982,1982-01-24,24
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1983,1983-02-09,40
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1984,1984-01-26,26
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1985,1985-01-30,30
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1986,1986-02-02,33
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1987,1987-01-27,27
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1988,1988-01-25,25
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1989,1989-01-08,8
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1990,1990-01-30,30
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1991,1991-02-18,49
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1992,1992-01-27,27
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1993,1993-01-29,29
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1994,1994-01-30,30
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1995,1995-02-19,50
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1996,1996-01-23,23
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1997,1997-02-06,37
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1998,1998-03-01,60
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,1999,1999-02-24,55
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2000,2000-02-03,34
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2001,2001-02-08,39
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2002,2002-02-01,32
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2003,2003-02-20,51
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2004,2004-02-02,33
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2005,2005-02-07,38
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2006,2006-02-02,33
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2007,2007-02-27,58
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2008,2008-02-20,51
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2009,2009-02-16,47
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2010,2010-02-08,39
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2011,2011-02-10,41
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2012,2012-02-09,40
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2013,2013-02-14,45
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2014,2014-02-10,41
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2015,2015-01-24,24
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2016,2016-03-02,62
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2017,2017-02-19,50
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2018,2018-02-07,38
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2019,2019-02-08,39
Japan/Ishigakijima,24.3366666666667,124.164444444444,5.7,2021,2021-02-08,39
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1954,1954-02-14,45
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1956,1956-02-10,41
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1957,1957-01-25,25
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1958,1958-01-28,28
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1959,1959-02-04,35
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1973,1973-02-12,43
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1975,1975-02-10,41
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1981,1981-02-08,39
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1982,1982-02-13,44
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1983,1983-02-15,46
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1984,1984-01-31,31
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1985,1985-02-06,37
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1986,1986-02-01,32
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1987,1987-02-01,32
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1988,1988-02-08,39
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1989,1989-02-17,48
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1990,1990-02-09,40
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1991,1991-03-02,61
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1992,1992-02-08,39
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1993,1993-02-18,49
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1994,1994-02-14,45
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1995,1995-02-18,49
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1996,1996-01-25,25
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1997,1997-01-27,27
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1998,1998-02-01,32
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,1999,1999-02-19,50
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2000,2000-01-23,23
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2001,2001-02-09,40
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2002,2002-02-04,35
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2003,2003-02-03,34
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2004,2004-03-01,61
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2005,2005-02-16,47
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2006,2006-01-31,31
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2007,2007-02-19,50
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2008,2008-02-21,52
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2009,2009-02-07,38
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2010,2010-01-31,31
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2011,2011-01-28,28
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2012,2012-01-30,30
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2013,2013-02-01,32
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2014,2014-02-03,34
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2015,2015-02-04,35
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2016,2016-02-25,56
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2017,2017-02-27,58
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2018,2018-02-08,39
Japan/Miyakojima,24.7944444444444,125.278333333333,39.9,2021,2021-02-10,41
Japan/Naha,26.2072222222222,127.687222222222,28.06,1976,1976-01-28,28
Japan/Naha,26.2072222222222,127.687222222222,28.06,1978,1978-01-28,28
Japan/Naha,26.2072222222222,127.687222222222,28.06,1979,1979-01-25,25
Japan/Naha,26.2072222222222,127.687222222222,28.06,1980,1980-02-19,50
Japan/Naha,26.2072222222222,127.687222222222,28.06,1981,1981-02-03,34
Japan/Naha,26.2072222222222,127.687222222222,28.06,1982,1982-01-24,24
Japan/Naha,26.2072222222222,127.687222222222,28.06,1983,1983-02-04,35
Japan/Naha,26.2072222222222,127.687222222222,28.06,1984,1984-02-04,35
Japan/Naha,26.2072222222222,127.687222222222,28.06,1985,1985-02-04,35
Japan/Naha,26.2072222222222,127.687222222222,28.06,1986,1986-01-26,26
Japan/Naha,26.2072222222222,127.687222222222,28.06,1987,1987-02-10,41
Japan/Naha,26.2072222222222,127.687222222222,28.06,1988,1988-02-11,42
Japan/Naha,26.2072222222222,127.687222222222,28.06,1989,1989-01-28,28
Japan/Naha,26.2072222222222,127.687222222222,28.06,1990,1990-01-31,31
Japan/Naha,26.2072222222222,127.687222222222,28.06,1991,1991-02-10,41
Japan/Naha,26.2072222222222,127.687222222222,28.06,1992,1992-02-10,41
Japan/Naha,26.2072222222222,127.687222222222,28.06,1993,1993-02-07,38
Japan/Naha,26.2072222222222,127.687222222222,28.06,1994,1994-02-04,35
Japan/Naha,26.2072222222222,127.687222222222,28.06,1995,1995-02-18,49
Japan/Naha,26.2072222222222,127.687222222222,28.06,1996,1996-02-02,33
Japan/Naha,26.2072222222222,127.687222222222,28.06,1997,1997-02-01,32
Japan/Naha,26.2072222222222,127.687222222222,28.06,1998,1998-01-28,28
Japan/Naha,26.2072222222222,127.687222222222,28.06,1999,1999-02-15,46
Japan/Naha,26.2072222222222,127.687222222222,28.06,2000,2000-02-03,34
Japan/Naha,26.2072222222222,127.687222222222,28.06,2001,2001-02-05,36
Japan/Naha,26.2072222222222,127.687222222222,28.06,2002,2002-02-05,36
Japan/Naha,26.2072222222222,127.687222222222,28.06,2003,2003-02-07,38
Japan/Naha,26.2072222222222,127.687222222222,28.06,2004,2004-02-10,41
Japan/Naha,26.2072222222222,127.687222222222,28.06,2005,2005-02-14,45
Japan/Naha,26.2072222222222,127.687222222222,28.06,2006,2006-01-24,24
Japan/Naha,26.2072222222222,127.687222222222,28.06,2007,2007-02-16,47
Japan/Naha,26.2072222222222,127.687222222222,28.06,2008,2008-01-25,25
Japan/Naha,26.2072222222222,127.687222222222,28.06,2009,2009-01-23,23
Japan/Naha,26.2072222222222,127.687222222222,28.06,2010,2010-02-01,32
Japan/Naha,26.2072222222222,127.687222222222,28.06,2011,2011-02-02,33
Japan/Naha,26.2072222222222,127.687222222222,28.06,2012,2012-02-06,37
Japan/Naha,26.2072222222222,127.687222222222,28.06,2013,2013-01-23,23
Japan/Naha,26.2072222222222,127.687222222222,28.06,2014,2014-01-27,27
Japan/Naha,26.2072222222222,127.687222222222,28.06,2015,2015-01-29,29
Japan/Naha,26.2072222222222,127.687222222222,28.06,2016,2016-02-12,43
Japan/Naha,26.2072222222222,127.687222222222,28.06,2017,2017-02-08,39
Japan/Naha,26.2072222222222,127.687222222222,28.06,2018,2018-01-30,30
Japan/Naha,26.2072222222222,127.687222222222,28.06,2019,2019-02-12,43
Japan/Naha,26.2072222222222,127.687222222222,28.06,2020,2020-02-03,34
Japan/Naha,26.2072222222222,127.687222222222,28.06,2021,2021-02-01,32
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1971,1971-02-03,34
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1972,1972-01-27,27
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1975,1975-02-01,32
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1977,1977-01-31,31
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1979,1979-02-03,34
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1980,1980-02-09,40
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1981,1981-01-28,28
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1982,1982-01-29,29
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1983,1983-01-29,29
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1984,1984-01-24,24
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1985,1985-01-28,28
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1986,1986-01-24,24
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1987,1987-01-30,30
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1989,1989-01-30,30
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1990,1990-01-24,24
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1991,1991-02-03,34
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1992,1992-02-01,32
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1993,1993-01-23,23
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1994,1994-01-30,30
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1995,1995-02-10,41
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1996,1996-02-03,34
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1997,1997-02-20,51
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,1999,1999-02-12,43
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2000,2000-01-27,27
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2001,2001-01-29,29
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2002,2002-01-29,29
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2003,2003-02-05,36
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2004,2004-02-07,38
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2005,2005-02-18,49
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2006,2006-01-27,27
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2007,2007-02-14,45
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2008,2008-02-04,35
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2009,2009-02-09,40
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2010,2010-02-15,46
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2011,2011-02-04,35
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2012,2012-02-01,32
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2013,2013-01-21,21
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2014,2014-01-22,22
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2015,2015-02-13,44
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2016,2016-03-01,61
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2017,2017-02-14,45
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2018,2018-01-29,29
Japan/Minamidaitojima,25.8288888888889,131.228611111111,15.3,2019,2019-02-12,43
Switzerland/Enges,47.056436,7.012192,820,1951,1951-05-05,125
Switzerland/Fiesch,46.400261,8.127792,1100,1951,1951-04-25,115
Switzerland/Liddes,45.988267,7.180528,1350,1951,1951-05-22,142
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,1951,1951-05-29,149
Switzerland/Orvin,47.157753,7.214464,700,1951,1951-04-27,117
Switzerland/Posieux,46.761672,7.098294,680,1951,1951-04-26,116
Switzerland/Schiers,46.965036,9.685814,800,1951,1951-04-26,116
Switzerland/Seewis Dorf,46.965358,9.632064,960,1951,1951-04-27,117
Switzerland/Trient,46.048003,6.993797,1300,1951,1951-05-24,144
Switzerland/Vallorbe,46.712292,6.379286,850,1951,1951-05-25,145
Switzerland/Biel,47.151194,7.254139,490,1952,1952-04-16,107
Switzerland/Enges,47.056436,7.012192,820,1952,1952-04-25,116
Switzerland/Fiesch,46.400261,8.127792,1100,1952,1952-04-28,119
Switzerland/Flawil,47.415283,9.182167,630,1952,1952-04-17,108
Switzerland/Liddes,45.988267,7.180528,1350,1952,1952-05-05,126
Switzerland/Liestal,47.481403,7.730519,350,1952,1952-04-13,104
Switzerland/Les Ponts-de-Martel,47.002858,6.728592,1120,1952,1952-05-09,130
Switzerland/Murg,47.108222,9.217372,500,1952,1952-04-10,101
Switzerland/Orvin,47.157753,7.214464,700,1952,1952-04-18,109
Switzerland/Rafz,47.620414,8.542733,515,1952,1952-04-17,108
Switzerland/Schiers,46.965036,9.685814,800,1952,1952-04-20,111
Switzerland/Seon,47.338319,8.153353,550,1952,1952-05-06,127
Switzerland/Trient,46.048003,6.993797,1300,1952,1952-05-03,124
Switzerland/Versoix,46.290431,6.137128,440,1952,1952-03-10,70
"Switzerland/Wattwil, SG",47.289853,9.104422,625,1952,1952-04-25,116
Switzerland/Wiliberg,47.279603,8.027331,650,1952,1952-04-20,111
Switzerland/Zürich-Albisgütli,47.350869,8.510678,530,1952,1952-04-15,106
Switzerland/Andeer,46.600961,9.422614,985,1953,1953-05-01,121
